	median_Reporter intensity 1	median_Reporter intensity 2	median_Reporter intensity 3	median_Reporter intensity 4	median_Reporter intensity 5	median_Reporter intensity 6	median_Reporter intensity 7	median_Reporter intensity 8	median_Reporter intensity 9
Tb927.11.9430	0.115495714	0.110824036	0.110675155	0.111561731	0.111569768	0.108235948	0.109078869	0.114001268	0.110432166
Tb927.11.9440	0.111932309	0.10810732	0.106079593	0.107484689	0.109579787	0.111581398	0.115349447	0.113367287	0.115755945
Tb927.11.9450	0.103886803	0.108757131	0.110236083	0.111175645	0.110016213	0.112262218	0.115370646	0.114804591	0.116652024
Tb927.11.9470	0.122184175	0.120720059	0.113205749	0.109943789	0.11007279	0.106217115	0.104969897	0.107406932	0.106006027
Tb927.11.9480	0.106691814	0.111289281	0.109046121	0.112747562	0.108289473	0.114098071	0.108912968	0.113288841	0.11338407
Tb927.11.9490	0.119180517	0.112153184	0.114182859	0.110872559	0.113351507	0.107546806	0.106111061	0.106999465	0.107555687
Tb927.11.950	0.133898873	0.259800498	0.137579173	0.091867797	0.069178955	0.061982191	0.062492717	0.084863764	0.106493153
Tb927.11.9510	0.107951792	0.112465627	0.113000449	0.111561409	0.110773712	0.109110269	0.108425099	0.113729904	0.11231409
Tb927.11.9520	0.106139822	0.117632114	0.112146262	0.111862292	0.109761039	0.113121269	0.10619651	0.106619606	0.116521098
Tb927.11.9530	0.110533784	0.108589821	0.109407539	0.112854401	0.109606445	0.114031459	0.112996362	0.112518217	0.111707062
Tb927.11.9540	0.100806128	0.122875168	0.125630266	0.12201871	0.113018506	0.108988569	0.104892682	0.102233479	0.103947566
Tb927.11.9550	0.116216217	0.108098553	0.111546071	0.111275599	0.111828451	0.11141623	0.110770776	0.110298996	0.108479645
Tb927.11.9560	0.116911136	0.114945537	0.107042155	0.11189185	0.105532047	0.110404301	0.112363778	0.109475555	0.105294995
Tb927.11.9570	0.108443033	0.098108761	0.106133942	0.105962407	0.117891619	0.115008026	0.122503997	0.123242003	0.121536346
Tb927.11.9590	0.109636417	0.112470174	0.110043679	0.110714719	0.108934855	0.112252453	0.113587162	0.110464177	0.112540858
Tb927.11.960	0.112752733	0.111635878	0.113476935	0.108418008	0.112676136	0.107041639	0.111208282	0.109033739	0.111310918
Tb927.11.9610	0.102244167	0.106379881	0.108977892	0.112400489	0.112227074	0.113369569	0.117704164	0.112642733	0.113794989
Tb927.11.9620.1;Tb927.11.9620.2	0.159502628	0.126786063	0.117288213	0.097955856	0.108991501	0.102635052	0.09420854	0.107192125	0.094361262
Tb927.11.9640	0.110277805	0.11335917	0.111003189	0.110453045	0.110503057	0.11065481	0.112641134	0.111575659	0.110865468
Tb927.11.9670	0.110269772	0.114813273	0.108478381	0.112434277	0.109713856	0.112432802	0.112728656	0.111975198	0.111133575
Tb927.11.9700	0.110034734	0.10804136	0.109280902	0.112647549	0.10916927	0.108383936	0.110066288	0.114774032	0.1133323
Tb927.11.9710;Tb927.10.13500	0.11387364	0.109550746	0.113428344	0.109282039	0.112173504	0.111354413	0.109525963	0.110010138	0.109919497
Tb927.11.9720	0.110126672	0.108345627	0.109508249	0.10803913	0.111670157	0.111817095	0.114203872	0.111972086	0.115589696
Tb927.11.9730;Tb927.10.12680	0.09231608	0.110459422	0.107550345	0.115701625	0.10771731	0.118491822	0.123729799	0.118155514	0.111342554
Tb927.11.9750	0.10974683	0.106720675	0.109501248	0.108109107	0.108904102	0.107658986	0.108290425	0.115267089	0.110943477
Tb927.11.9760	0.110310224	0.118935078	0.104849867	0.109483131	0.113664476	0.108726909	0.109201429	0.105747781	0.115946824
Tb927.11.9770	0.128446756	0.116385437	0.095506451	0.09846412	0.104044559	0.108108684	0.105341444	0.125447642	0.114553739
Tb927.11.9780	0.115563102	0.110957074	0.112723381	0.112031796	0.113516677	0.110241043	0.107961162	0.110368456	0.107139832
Tb927.11.9790	0.085012865	0.112271636	0.103474223	0.091107282	0.109616134	0.111280204	0.116218113	0.132952157	0.122124061
Tb927.11.980	0.115294867	0.113298733	0.113708317	0.110367648	0.111025806	0.110645423	0.106854799	0.107864741	0.109199501
Tb927.11.9820	0.115248309	0.118765663	0.112942066	0.107605338	0.109536415	0.107882138	0.104375728	0.108341529	0.110697468
Tb927.11.9830	0.105634449	0.101289114	0.104789598	0.116310859	0.111293931	0.114264567	0.1140036	0.118865918	0.117656276
Tb927.11.9850	0.092674452	0.110723336	0.107926439	0.112370384	0.105453965	0.116152128	0.117627293	0.117781818	0.118929961
Tb927.11.9860	0.091558167	0.1081473	0.111069306	0.106739083	0.109963989	0.110630332	0.122429427	0.118662387	0.118551398
Tb927.11.9870	0.137384235	0.114261683	0.120621549	0.111654244	0.105927251	0.107534532	0.099678835	0.100018562	0.106719681
Tb927.11.9880	0.110285749	0.111975209	0.115600056	0.111787912	0.11013577	0.109146615	0.109758243	0.110254128	0.10979013
Tb927.11.9890	0.113941147	0.112160177	0.109439604	0.110091312	0.108450684	0.110062453	0.112222804	0.110346906	0.112666349
Tb927.11.990	0.108051256	0.113336755	0.106787345	0.110265861	0.107826269	0.118065032	0.112125208	0.112106231	0.116535304
Tb927.11.9900	0.122096427	0.107543092	0.107246375	0.105701427	0.105117736	0.114108962	0.107882161	0.116776315	0.116681543
Tb927.11.9910;Tb11.v5.0355;Tb11.v5.0354	0.103791964	0.113193333	0.110177343	0.110827491	0.108026594	0.113052408	0.112753534	0.112342724	0.114071751
Tb927.11.9930	0.09851626	0.104818278	0.104824187	0.11169664	0.11211152	0.119459276	0.118663503	0.116348933	0.114609353
Tb927.11.9950	0.10348171	0.112824591	0.111504152	0.107056711	0.107130555	0.115157686	0.114981783	0.113715353	0.114959899
Tb927.11.9960	0.109367797	0.111600464	0.10763541	0.108726651	0.108082833	0.111511096	0.113294937	0.112260203	0.115215025
Tb927.11.9970	0.107716859	0.108340645	0.111246531	0.109238389	0.110234381	0.115854247	0.114289717	0.112821288	0.111778177
Tb927.11.9980	0.107554702	0.111797143	0.1098658	0.111235018	0.109158988	0.1119358	0.115490759	0.111401844	0.112762237
Tb927.11.9990	0.107234933	0.106938021	0.113435582	0.117961005	0.11552925	0.117912536	0.110047061	0.105335452	0.105606157
Tb927.2.100	0.102908733	0.106465241	0.105332132	0.112262751	0.107085416	0.112700338	0.116623586	0.115828965	0.116294244
Tb927.2.1120	0.108484138	0.124934897	0.111971009	0.115435177	0.111902946	0.105108659	0.10893472	0.108134168	0.102533133
Tb927.2.1140	0.104737551	0.109241783	0.107028925	0.113116468	0.10708511	0.115530252	0.113214043	0.116385322	0.11770275
Tb927.2.1180	0.122223845	0.111496306	0.114408702	0.110883353	0.113940128	0.108810919	0.109467957	0.110551379	0.10714883
Tb927.2.1210;Tb11.v5.0294;Tb927.6.5180;Tb927.4.290;Tb927.4.280;Tb927.4.270;Tb927.4.260;Tb927.4.300;Tb927.7.1970;Tb927.7.1960;Tb927.7.1950;Tb927.7.1980	0.116408114	0.114124525	0.11782779	0.114283652	0.111192608	0.106090315	0.101978238	0.11434402	0.100845772
Tb927.2.1330	0.113472785	0.110612085	0.110420283	0.112053208	0.107622272	0.115481808	0.114478283	0.110313821	0.107621768
Tb927.2.1680;Tb927.2.1560	0.111161442	0.111551897	0.110729094	0.108613778	0.110278973	0.111537777	0.113019494	0.111194753	0.115292954
Tb927.2.1720	0.118899438	0.101768077	0.113688281	0.120222761	0.107468784	0.111045333	0.113676512	0.106751887	0.106478936
Tb927.2.1760	0.105140444	0.101869367	0.105699409	0.104843919	0.12186368	0.110275413	0.114850624	0.119901535	0.115184091
Tb927.2.1800	0.118601794	0.11664076	0.118699491	0.113346141	0.113690607	0.109080042	0.104096818	0.107998835	0.101927476
Tb927.2.1810	0.111028289	0.111507551	0.113112306	0.113190405	0.110437911	0.112619669	0.108639637	0.110258557	0.107238573
Tb927.2.1820	0.136140335	0.117417799	0.115078278	0.11075199	0.111405642	0.101524757	0.104099667	0.106798534	0.100700888
Tb927.2.1860	0.113622744	0.112953593	0.111772377	0.109546846	0.110908188	0.109248665	0.109566077	0.110073667	0.110636994
Tb927.2.1890	0.115228992	0.09985215	0.103591091	0.113213203	0.106992302	0.114959749	0.11579096	0.113248943	0.116826136
Tb927.2.1920	0.115911306	0.13030029	0.116151544	0.123350797	0.092725651	0.103304261	0.107213309	0.097869841	0.113173
Tb927.2.2120	0.114663206	0.115501121	0.107196715	0.113653507	0.112385788	0.109071079	0.108614076	0.109343904	0.108201236
Tb927.2.2130	0.122407432	0.114284847	0.11524438	0.111048666	0.111694967	0.107950944	0.104348662	0.105871709	0.105134755
Tb927.2.2140	0.131832119	0.099335076	0.114636803	0.108704523	0.116535693	0.109860145	0.094265136	0.112326714	0.090010965
Tb927.2.2160	0.128342331	0.116375979	0.11591461	0.109977378	0.111327395	0.107288043	0.099213219	0.10621297	0.10367038
Tb927.2.2180	0.12291841	0.114727353	0.117413316	0.11199165	0.118962648	0.108687571	0.100885595	0.109065747	0.101099836
Tb927.2.2200	0.117271592	0.102087446	0.110866934	0.111554557	0.111656375	0.109250218	0.114377217	0.108647818	0.111801347
Tb927.2.2210	0.106888206	0.107265148	0.109181969	0.112386315	0.112984628	0.113807071	0.111379128	0.110155931	0.114802895
Tb927.2.2220	0.119309226	0.112829353	0.110875962	0.113564597	0.104976125	0.115525024	0.112265361	0.113285079	0.102477968
Tb927.2.2230	0.100818416	0.109255928	0.102991528	0.112762342	0.110006692	0.113859343	0.118953233	0.117658095	0.12125747
Tb927.2.2240	0.101728243	0.120130117	0.10913283	0.114629095	0.111099483	0.108080482	0.108948875	0.115993963	0.116232174
Tb927.2.2260	0.122716743	0.118529103	0.114505579	0.108546889	0.107655363	0.110503052	0.102725855	0.109045121	0.109396671
Tb927.2.2340	0.111886437	0.113362894	0.108961697	0.10877958	0.112025242	0.106998304	0.106980883	0.116440204	0.116269796
Tb927.2.2360	0.109446701	0.114479728	0.111092158	0.111452754	0.107202999	0.110762486	0.10967027	0.112162121	0.112437235
Tb927.2.2370	0.113501829	0.112198733	0.115313359	0.112821664	0.110965405	0.109355864	0.109642972	0.10928122	0.108835376
Tb927.2.2390	0.106227885	0.111569382	0.111903017	0.11119595	0.112412928	0.110363919	0.111218097	0.111027795	0.113668075
Tb927.2.2410	0.120210238	0.110626106	0.115258199	0.109084231	0.115334105	0.114969258	0.105797561	0.107506006	0.112027253
Tb927.2.2430	0.106593057	0.108999336	0.105447956	0.110692468	0.108499511	0.110931565	0.116116633	0.114408582	0.114690022
Tb927.2.2440	0.116741389	0.111776309	0.112441483	0.108462131	0.110654215	0.109649791	0.110471574	0.10888079	0.10874037
Tb927.2.2450	0.118087847	0.117248741	0.113447019	0.112708972	0.114013109	0.10872462	0.102985797	0.107043731	0.10567288
Tb927.2.2460	0.108060002	0.103529128	0.109308799	0.113218283	0.111462062	0.112959531	0.110865894	0.113128958	0.119436294
Tb927.2.2470	0.109214571	0.117223924	0.108824659	0.112836214	0.102695163	0.115225086	0.115247574	0.108498615	0.106754983
Tb927.2.2520;Tb927.2.2510	0.122498313	0.110321943	0.11183515	0.110516392	0.111942217	0.109435196	0.107777867	0.109751482	0.108795798
Tb927.2.2530	0.118474931	0.10713982	0.109304333	0.111401967	0.113417449	0.118058874	0.113193815	0.115893592	0.108330563
Tb927.2.2540	0.109469392	0.1079149	0.11175366	0.114907164	0.114454801	0.112354565	0.109689139	0.112331989	0.107720595
Tb927.2.2580	0.108655981	0.11022728	0.107103804	0.11230684	0.110052262	0.111594452	0.113429713	0.109317773	0.115693002
Tb927.2.2590	0.103266506	0.108834291	0.107617935	0.104916103	0.122083579	0.110641691	0.10055392	0.123581801	0.116247581
Tb927.2.2650;Tb11.v5.0614	0.117401832	0.114831515	0.114138979	0.106259529	0.113072459	0.106736636	0.109470908	0.105934774	0.10839579
Tb927.2.2670	0.151155296	0.124130881	0.119874771	0.103160335	0.103172547	0.097044876	0.096177201	0.10148788	0.100434402
Tb927.2.2770	0.119115937	0.120598024	0.109018496	0.113032068	0.109704628	0.105875219	0.105716047	0.108223265	0.110372451
Tb927.2.2830	0.106523731	0.128072943	0.109300902	0.115796005	0.107140426	0.11215861	0.103163249	0.108803659	0.115583226
Tb927.2.2860	0.107952697	0.107364831	0.108983279	0.11083134	0.112070504	0.113984983	0.116007802	0.108053439	0.112777554
Tb927.2.2880	0.099043911	0.091665057	0.090317021	0.103739992	0.108464192	0.122235957	0.137371715	0.119490819	0.127671316
Tb927.2.2900	0.106509252	0.108425052	0.110346142	0.107836078	0.109355591	0.11159254	0.108982933	0.114825387	0.116417752
Tb927.2.2940	0.104716745	0.113017975	0.110542689	0.110714098	0.108593618	0.112907431	0.115162173	0.110270774	0.113969475
Tb927.2.2950	0.107243973	0.1112747	0.113071809	0.11102775	0.110450156	0.112797013	0.114033079	0.10770274	0.110297606
Tb927.2.2970	0.114397718	0.107243315	0.110660351	0.109324504	0.111619449	0.111280481	0.109753102	0.110182441	0.110843111
Tb927.2.2990	0.112426664	0.117830357	0.121024705	0.113121916	0.108759199	0.10857967	0.105398366	0.111373637	0.103101082
Tb927.2.3000	0.116100146	0.097998821	0.111494207	0.098766015	0.119895891	0.100378041	0.128908894	0.099758825	0.126699158
Tb927.2.3020	0.111722247	0.110550252	0.105725313	0.110234856	0.108885256	0.112779523	0.112732847	0.1128686	0.113718399
Tb927.2.3030	0.11723778	0.113559593	0.111554537	0.110058518	0.108864575	0.107466345	0.109202175	0.109625564	0.111728249
Tb927.2.3080	0.110865737	0.119487315	0.117430816	0.114653696	0.111724976	0.107273843	0.109112861	0.101893758	0.105161734
Tb927.2.3160	0.104798878	0.111183543	0.106820771	0.113602007	0.11064381	0.112881093	0.11408537	0.117317102	0.112687084
Tb927.2.3180;Tb11.v5.0782	0.115239047	0.113485364	0.111603486	0.111296698	0.109258002	0.109817757	0.11008505	0.110875883	0.110063243
Tb927.2.3370	0.109321558	0.10427113	0.111296339	0.109603458	0.11342985	0.111375065	0.110407401	0.112302285	0.115688314
Tb927.2.340	0.116884511	0.11141494	0.110058392	0.109500224	0.110730765	0.109401732	0.110591536	0.109634976	0.110740319
Tb927.2.3400	0.102813449	0.112003731	0.120418729	0.114341325	0.102882558	0.109614048	0.114318251	0.11004731	0.110351588
Tb927.2.3420	0.121217923	0.124041307	0.12008625	0.099443732	0.117958039	0.099423189	0.099622865	0.100822044	0.117384677
Tb927.2.3440;Tb927.2.3460	0.105336834	0.110736904	0.114779958	0.110994163	0.112297097	0.111286439	0.116005305	0.107156916	0.112304292
Tb927.2.3480	0.117180116	0.126537671	0.101964104	0.111626758	0.113609014	0.105001815	0.112247615	0.103413241	0.10160061
Tb927.2.3580	0.110258142	0.111557565	0.109796633	0.112937508	0.109531916	0.113073753	0.115393207	0.113264536	0.10950419
Tb927.2.3610	0.107649916	0.114365358	0.111375237	0.111211092	0.110911606	0.110554968	0.110677517	0.112955536	0.111413368
Tb927.2.3620	0.108478741	0.115112225	0.111420813	0.111209934	0.111365345	0.109077278	0.11271016	0.109319275	0.108221687
Tb927.2.3660;Tb11.v5.0451;Tb11.v5.0450	0.108040871	0.113968026	0.112781369	0.111595834	0.113631958	0.109318726	0.113012715	0.108104212	0.11271288
Tb927.2.370	0.105122274	0.116273471	0.106133851	0.11498104	0.10431174	0.116455057	0.11127639	0.117637851	0.107930607
Tb927.2.3720	0.082730822	0.08573224	0.091072552	0.105985324	0.111240046	0.124429979	0.131593543	0.134381667	0.133002745
Tb927.2.3750	0.092486769	0.114706722	0.120932396	0.125998187	0.118621367	0.110899872	0.108832357	0.104777939	0.102744388
Tb927.2.3780	0.103194746	0.107078964	0.108107864	0.109151125	0.109279213	0.113873447	0.116849158	0.113558333	0.116827052
Tb927.2.380	0.135917911	0.113609534	0.116738867	0.11299293	0.11374454	0.105413766	0.094555368	0.105882853	0.09835226
Tb927.2.3800	0.115167641	0.113039421	0.1122525	0.111770719	0.108951157	0.110423082	0.109423313	0.110815338	0.108842004
Tb927.2.3880	0.10687075	0.096830966	0.107333196	0.11477639	0.109947942	0.116029348	0.113851134	0.115136164	0.11751978
Tb927.2.3910	0.115682926	0.104005111	0.108219918	0.112223963	0.10856138	0.112366867	0.115422178	0.112057245	0.112935444
Tb927.2.3920	0.114916896	0.113875264	0.109600873	0.11207015	0.10882583	0.110529344	0.109049754	0.111716429	0.110824099
Tb927.2.3930;Tb11.v5.0640	0.096847249	0.102429216	0.117963221	0.122936745	0.126128209	0.115465598	0.110457506	0.108367766	0.103126198
Tb927.2.3960	0.112563673	0.111857622	0.110742503	0.109264568	0.110708707	0.110213767	0.111635559	0.112043652	0.109511172
Tb927.2.3990	0.114186781	0.116195892	0.113233318	0.111200474	0.110237807	0.107737984	0.108989021	0.110474946	0.109111008
Tb927.2.4000	0.10935628	0.115567864	0.1097229	0.11106417	0.112148076	0.110347021	0.110468104	0.110998126	0.1100253
Tb927.2.4050	0.103703403	0.105688197	0.104617463	0.109561808	0.109309051	0.113139461	0.118771465	0.117091432	0.115513493
Tb927.2.4060	0.10742912	0.11390295	0.110807584	0.112212163	0.112217578	0.11108787	0.112015058	0.109981462	0.11026829
Tb927.2.4090	0.131095467	0.1161168	0.113595899	0.108928724	0.106551208	0.108321629	0.105846829	0.107247713	0.105839297
Tb927.2.4110	0.111702814	0.107207633	0.108066457	0.109002889	0.110090706	0.112501831	0.113631069	0.112674485	0.114742428
Tb927.2.4130	0.117840911	0.112919229	0.108773035	0.110041774	0.107689085	0.109379531	0.110457857	0.110993214	0.109460579
Tb927.2.4140	0.094400431	0.105126204	0.10417742	0.112353731	0.109266928	0.118555849	0.117107164	0.120793418	0.116740106
Tb927.2.4200	0.104799538	0.107890604	0.110555172	0.111061303	0.112302891	0.111591501	0.112957403	0.113843738	0.1146153
Tb927.2.4210	0.124448026	0.120810703	0.113769823	0.11066709	0.107753846	0.106590518	0.106118986	0.10467823	0.106811073
Tb927.2.4230;Tb11.v5.0827	0.109266757	0.11721973	0.112728541	0.112784149	0.109429814	0.109726488	0.110296201	0.107055739	0.109011686
Tb927.2.4240	0.112789991	0.111575644	0.108890735	0.111077316	0.109211435	0.109843871	0.112046735	0.113278863	0.115880878
Tb927.2.4280	0.105943332	0.10531513	0.105989426	0.109165197	0.109972848	0.112375518	0.120880861	0.115136372	0.115892257
Tb927.2.4330;Tb11.v5.0777	0.112374523	0.106986786	0.104874425	0.108696598	0.108413776	0.112021362	0.116419728	0.115606109	0.115009715
Tb927.2.4370;Tb11.v5.0653	0.112196431	0.110653218	0.108702269	0.111676379	0.108045723	0.111482393	0.112724047	0.112450076	0.112487872
Tb927.2.4380	0.103594807	0.106811324	0.10666478	0.115356863	0.106944527	0.114310727	0.116135104	0.119109922	0.114895738
Tb927.2.4390	0.096501078	0.112883868	0.120585474	0.119766273	0.116080989	0.115378833	0.109011244	0.107163359	0.10258134
Tb927.2.4400	0.112631328	0.110159057	0.10688368	0.110496052	0.108364211	0.111620511	0.112995607	0.111323857	0.11254452
Tb927.2.4410	0.11674582	0.105938869	0.113906352	0.113799986	0.109479105	0.107958369	0.114452124	0.11527147	0.111518275
Tb927.2.4420	0.106092738	0.105264287	0.102854586	0.109969869	0.110339582	0.116364515	0.120439977	0.117535534	0.11204954
Tb927.2.4460	0.115001973	0.113363666	0.108164518	0.109953098	0.108184707	0.108408523	0.111739488	0.112878452	0.112930577
Tb927.2.450	0.112020779	0.115909576	0.113524367	0.113204025	0.106700453	0.108888277	0.111577084	0.110258242	0.106689849
Tb927.2.4510	0.109113911	0.104043859	0.10744639	0.114197151	0.110502047	0.114099428	0.117282215	0.110721457	0.115759192
Tb927.2.4520	0.107450727	0.10818011	0.109820377	0.111828075	0.111496714	0.113125724	0.115197351	0.113264996	0.111925959
Tb927.2.4530	0.110897262	0.107522347	0.110304595	0.109881313	0.109587626	0.11339597	0.114516259	0.110536027	0.115698309
Tb927.2.4540	0.140098884	0.120776206	0.122408406	0.107701206	0.11546812	0.104717493	0.093307728	0.099914772	0.097302677
Tb927.2.4550	0.104014301	0.111443468	0.111631091	0.113716918	0.110991783	0.114312165	0.113190718	0.112296208	0.111532247
Tb927.2.4580	0.11496432	0.110809955	0.111463183	0.111527281	0.110975704	0.10865465	0.112335972	0.109385471	0.111663553
Tb927.2.4590;Tb927.2.4610;Tb11.v5.0820	0.121668013	0.116763905	0.110122015	0.110375491	0.106370668	0.108024168	0.108645939	0.108000238	0.110270793
Tb927.2.4650	0.110639484	0.115946992	0.111920182	0.109895122	0.112111254	0.110376721	0.110858397	0.110175285	0.10658644
